timestamp,cpu_percent,cpu_freq,cpu_count,load_avg,browser_count,label
2025-04-07T16:03:27.671530,38.8,2500.0,12,0,55,malicious
2025-04-07T16:03:28.677243,40.2,2500.0,12,0,55,malicious
2025-04-07T16:03:29.682723,37.2,2500.0,12,0,55,malicious
2025-04-07T16:03:30.689874,37.7,2500.0,12,0,55,malicious
2025-04-07T16:03:31.696612,40.2,2500.0,12,0,55,malicious
2025-04-07T16:03:32.701951,38.9,2500.0,12,0,55,malicious
2025-04-07T16:03:33.708200,37.5,2500.0,12,0,55,malicious
2025-04-07T16:03:34.713869,36.5,2500.0,12,0,55,malicious
2025-04-07T16:03:35.720306,34.8,2500.0,12,0,55,malicious
2025-04-07T16:03:36.726937,38.7,2500.0,12,0,55,malicious
2025-04-07T16:03:37.733038,43.7,2500.0,12,0,55,malicious
2025-04-07T16:03:38.739247,39.9,2500.0,12,0,55,malicious
2025-04-07T16:03:39.745741,43.2,2500.0,12,0,55,malicious
2025-04-07T16:03:40.751623,40.6,2500.0,12,0,55,malicious
2025-04-07T16:03:41.757659,48.8,2500.0,12,0,55,malicious
2025-04-07T16:03:42.764327,43.3,2500.0,12,0,55,malicious
2025-04-07T16:03:43.769502,38.8,2500.0,12,0,55,malicious
2025-04-07T16:03:44.776535,40.8,2500.0,12,0,55,malicious
2025-04-07T16:03:45.784092,38.7,2500.0,12,0,55,malicious
2025-04-07T16:03:46.791066,36.8,2500.0,12,0,55,malicious
2025-04-07T16:03:47.796605,38.7,2500.0,12,0,55,malicious
2025-04-07T16:03:48.803562,37.4,2500.0,12,0,55,malicious
2025-04-07T16:03:49.809519,33.5,2500.0,12,0,55,malicious
2025-04-07T16:03:50.817014,32.7,2500.0,12,0,55,malicious
2025-04-07T16:03:51.822626,35.0,2500.0,12,0,55,malicious
2025-04-07T16:03:52.829826,33.1,2500.0,12,0,55,malicious
2025-04-07T16:03:53.837068,33.6,2500.0,12,0,55,malicious
2025-04-07T16:03:54.844008,36.5,2500.0,12,0,55,malicious
2025-04-07T16:03:55.849413,35.2,2500.0,12,0,55,malicious
2025-04-07T16:03:56.855764,37.3,2500.0,12,0,55,malicious
2025-04-07T16:03:57.861824,42.5,2500.0,12,0,55,malicious
2025-04-07T16:03:58.867759,39.7,2500.0,12,0,55,malicious
2025-04-07T16:03:59.873466,37.1,2500.0,12,0,55,malicious
2025-04-07T16:04:00.879820,37.0,2500.0,12,0,55,malicious
2025-04-07T16:04:01.885566,36.9,2500.0,12,0,55,malicious
2025-04-07T16:04:02.891563,35.5,2500.0,12,0,55,malicious
2025-04-07T16:04:03.897240,34.6,2500.0,12,0,55,malicious
2025-04-07T16:04:04.904901,38.0,2500.0,12,0,55,malicious
2025-04-07T16:04:05.910149,38.9,2500.0,12,0,55,malicious
2025-04-07T16:04:06.915837,38.1,2500.0,12,0,55,malicious
2025-04-07T16:04:07.922818,42.4,2500.0,12,0,55,malicious
2025-04-07T16:04:08.932384,41.2,2500.0,12,0,55,malicious
2025-04-07T16:04:09.937565,36.3,2500.0,12,0,55,malicious
2025-04-07T16:04:10.944605,38.5,2500.0,12,0,55,malicious
2025-04-07T16:04:11.951218,41.5,2500.0,12,0,55,malicious
2025-04-07T16:04:12.957292,40.1,2500.0,12,0,55,malicious
2025-04-07T16:04:13.963013,39.3,2500.0,12,0,55,malicious
2025-04-07T16:04:14.969114,37.5,2500.0,12,0,55,malicious
2025-04-07T16:04:15.976197,38.7,2500.0,12,0,55,malicious
2025-04-07T16:04:16.982944,43.4,2500.0,12,0,55,malicious
2025-04-07T16:04:17.989760,39.9,2500.0,12,0,55,malicious
2025-04-07T16:04:18.996182,41.6,2500.0,12,0,55,malicious
2025-04-07T16:04:20.003114,48.5,2500.0,12,0,55,malicious
2025-04-07T16:04:21.010246,44.3,2500.0,12,0,55,malicious
2025-04-07T16:04:22.017605,47.5,2500.0,12,0,55,malicious
2025-04-07T16:04:23.034312,50.3,2500.0,12,0,55,malicious
2025-04-07T16:04:24.053718,49.8,2500.0,12,0,55,malicious
2025-04-07T16:04:25.061097,49.3,2500.0,12,0,55,malicious
2025-04-07T16:04:26.066304,51.2,2500.0,12,0,55,malicious
2025-04-07T16:04:27.074708,36.8,2500.0,12,0,55,malicious
